timepoint,Storage_Index,discharge_offer,charge_offer,soc,charge,discharge
190,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
191,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
191,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
192,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
192,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
193,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
193,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
194,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
194,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
195,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
195,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
196,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
196,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
197,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
197,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
198,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
198,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
199,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
199,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
200,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
200,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
201,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
201,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
202,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
202,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
203,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
203,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
204,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
204,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
205,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
205,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
206,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
206,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
207,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
207,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
208,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
208,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
209,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
209,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
210,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
210,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
211,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
211,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
212,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
212,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
213,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
213,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
214,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
214,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
215,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
215,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
216,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
216,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
217,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
217,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
218,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
218,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
219,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
219,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
220,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
220,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
221,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
221,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
222,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
222,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
223,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
223,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
224,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
224,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
225,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
225,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
226,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
226,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
227,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
227,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
228,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
228,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
229,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
229,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
230,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
230,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
231,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
231,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
232,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
232,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
233,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
233,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
234,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
234,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
235,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
235,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
236,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
236,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
237,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
237,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
238,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
238,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
239,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
239,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
240,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
240,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
241,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
241,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
242,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
242,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
243,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
243,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
244,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
244,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
245,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
245,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
246,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
246,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
247,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
247,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
248,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
248,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
249,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
249,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
250,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
250,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
251,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
251,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
252,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
252,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
253,313_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,12.388622999999999
253,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
254,313_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,12.388622999999999
254,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
255,313_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,12.388622999999999
255,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
256,313_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,12.388622999999999
256,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
257,313_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,12.388622999999999
257,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
258,313_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,12.388622999999999
258,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
259,313_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,12.388622999999999
259,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
260,313_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,12.388622999999999
260,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
261,313_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,12.388622999999999
261,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
262,313_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,12.388622999999999
262,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
263,313_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,12.388622999999999
263,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
264,313_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,12.388622999999999
264,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
265,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,50.0
265,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
266,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,50.0
266,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
267,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,50.0
267,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
268,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,50.0
268,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
269,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,50.0
269,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
270,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,50.0
270,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
271,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,50.0
271,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
272,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,50.0
272,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
273,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,50.0
273,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
274,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,50.0
274,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
275,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,50.0
275,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
276,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,50.0
276,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
277,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,0.0
277,303_STORAGE_1,26.429209000000004,-4973.570790999999,-0.0,0.0,50.0
278,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,0.0
278,303_STORAGE_1,26.429209000000004,-4973.570790999999,-0.0,0.0,50.0
279,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,0.0
279,303_STORAGE_1,26.429209000000004,-4973.570790999999,-0.0,0.0,50.0
280,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,0.0
280,303_STORAGE_1,26.429209000000004,-4973.570790999999,-0.0,0.0,50.0
281,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,0.0
281,303_STORAGE_1,26.429209000000004,-4973.570790999999,-0.0,0.0,50.0
282,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,0.0
282,303_STORAGE_1,26.429209000000004,-4973.570790999999,-0.0,0.0,50.0
283,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,0.0
283,303_STORAGE_1,26.429209000000004,-4973.570790999999,-0.0,0.0,50.0
284,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,0.0
284,303_STORAGE_1,26.429209000000004,-4973.570790999999,-0.0,0.0,50.0
285,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,0.0
285,303_STORAGE_1,26.429209000000004,-4973.570790999999,-0.0,0.0,50.0
286,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,0.0
286,303_STORAGE_1,26.429209000000004,-4973.570790999999,-0.0,0.0,50.0
287,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,0.0
287,303_STORAGE_1,26.429209000000004,-4973.570790999999,-0.0,0.0,50.0
288,313_STORAGE_1,26.429209000000004,-4973.570790999999,0.0,0.0,0.0
288,303_STORAGE_1,26.429209000000004,-4973.570790999999,-0.0,0.0,50.0
